Company,Company Location,Country of Bean Origin,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating
Spencer,Australia,Madagascar,70,"3- B,S,C","powdery, cherry, astringent",3.75
Spencer,Australia,Dominican Republic,70,"3- B,S,C","spicy, chocolatey",3.5
Spencer,Australia,Vanuatu,72,"3- B,S,C","bready, sour milk, fatty",2.75
Spinnaker,U.S.A.,Tanzania,70,"2- B,S","smooth, strawberry, cocoa",3.5
Spinnaker,U.S.A.,Madagascar,70,"2- B,S","plum, roasty undertone, sour",3.5
Spinnaker,U.S.A.,Uganda,70,"2- B,S","dairy, cocoa, well balanced",3.5
Spinnaker,U.S.A.,Belize,70,"2- B,S","strong roast, tart raspberry",3.25
Sprungli (Felchlin),Switzerland,Bolivia,70,"4- B,S,C,L","fatty, mild fruit, off note",3
SRSLY,U.S.A.,Dominican Republic,70,"3- B,S,L","unrefined, sweet, mild coffee",3
SRSLY,U.S.A.,Dominican Republic,84,"3- B,S,L","gritty,intense coffee, metallic",2.25
Standout,Sweden,Belize,70,"2- B,S","honey, cocoa, graham",3.5
Standout,Sweden,India,70,"2- B,S","raisins, molasses, herbal tea",3.5
Standout,Sweden,Madagascar,70,"2- B,S","slow to develop, melon, earthy",3.25
Starchild,U.S.A.,Ecuador,70,"4- B,S*,C,V","coconut, mild vanilla",3
Starchild,U.S.A.,Dominican Republic,70,"4- B,S*,C,V","coconut, cocoa, few grits",3
Starchild,U.S.A.,Guatemala,70,"4- B,S*,C,V","dried fruit, coconut, few grits",3
Starchild,U.S.A.,Nicaragua,70,"4- B,S*,C,V","brownie, few grits, sandy",3
Starchild,U.S.A.,Madagascar,70,"4- B,S*,C,V","red fruit, coconut",3
Stella (aka Bernrain),Switzerland,Brazil,68,"4- B,S,C,V","creamy, vanilla, moldy",2.75
Stella (aka Bernrain),Switzerland,India,72,"4- B,S,C,V","peanut butter,vanilla,artificial",3.25
Stone Grindz,U.S.A.,Bolivia,70,"3- B,S,C","fatty, rubber, off notes",2.5
Stone Grindz,U.S.A.,Ecuador,84,"3- B,S,C","floral, hints of fruit",3.5
Stone Grindz,U.S.A.,Ecuador,70,"3- B,S,C","oily surface, floral, earthy",3.5
StRita Supreme,U.S.A.,Philippines,75,"4- B,S,C,V","bland, earthy",2.75
StRita Supreme,U.S.A.,Philippines,65,"4- B,S,C,V","vanilla, sweet",2.5
StRita Supreme,U.S.A.,Philippines,70,"4- B,S,C,V","dry, sweet, vanilla(n)",2.5
Sublime Origins,U.S.A.,Belize,78,"2- B,S","intense, rich, dark berry",3.25
Sublime Origins,U.S.A.,Madagascar,67,"2- B,S","molasses, sour, astringent",2.75
Summerbird,Denmark,Peru,71,"5- B,S,C,V,L","powdery, vanilla, earthy",3
Summerbird,Denmark,Peru,61,"5- B,S,C,V,L","sandy, sweet, vanilla",2.5
Suruca Chocolate,Venezuela,Venezuela,60,"3- B,S,C","sticky, sweet, nutty, roasty",3
Suruca Chocolate,Venezuela,Venezuela,70,"3- B,S,C","sticy, nutty, roasty, off notes",2.75
Svenska Kakaobolaget,Sweden,Peru,72,"2- B,S","complex, black licorice, pungent",3.25
Svenska Kakaobolaget,Sweden,Tanzania,74,"2- B,S","fruit, burnt, harsh",2.75
Svenska Kakaobolaget,Sweden,Sri Lanka,70,"2- B,S","ham, sour, intense",2.75
sweet beans,U.S.A.,Trinidad,80,"3- B,S,C","herbal, tea, dried fruit",3.75
sweet beans,U.S.A.,Uganda,77,"3- B,S,C","melon, mocha",3.5
sweet beans,U.S.A.,Honduras,72,"3- B,S,C","overly roasty, spicy",3
sweet beans,U.S.A.,Peru,72,"3- B,S,C","earthy, roasty, hammy",3
Sweet Escalier,Japan,Venezuela,75,"5- B,S,C,V,L","acidic, cocoa, dried fruit",3.25
Sweet Escalier,Japan,Belize,70,"5- B,S,C,V,L","buttery, cheesy",3
Sweet Escalier,Japan,Brazil,70,"5- B,S,C,V,L","cardboard, cheesy",3
Sweet Escalier,Japan,Tanzania,75,"3- B,S,C","fatty, sour, off notes",2.75
Sweet Escalier,Japan,Peru,70,"5- B,S,C,V,L","pungent, molasses, sour",2.5
Sweetness,Canada,Peru,68,"3- B,S,C","burnt black licorice, intense",3.25
Sweetness,Canada,Papua New Guinea,73,"3- B,S,C","savory lemon, ham",3.25
Sweetness,Canada,Mexico,74,"3- B,S,C","dried fig, earthy, dirty",3
Szanto Tibor,Hungary,Ecuador,70,"3- B,S,C","coarse, spicy cinnamon",3.75
Szanto Tibor,Hungary,Brazil,70,"3- B,S,C","rustic, earthy, tea",3.5
Szanto Tibor,Hungary,Ecuador,70,"3- B,S,C","sweet, brownie, sour",3.25
Szanto Tibor,Hungary,Cuba,88,"3- B,S,C","rustic, spicy, earthy",3.25
Szanto Tibor,Hungary,Madagascar,70,"3- B,S,C","sour orange, fatty",3.25
Szanto Tibor,Hungary,Vietnam,70,"3- B,S,C","smokey, mild citrus",3.25
Szanto Tibor,Hungary,Cuba,70,"3- B,S,C","sandy, banana",3.75
Szanto Tibor,Hungary,Venezuela,70,"3- B,S,C","sandy, earthy, spice, nutty",3.5
Szanto Tibor,Hungary,Madagascar,70,"3- B,S,C","light color, sandy, fruity",3.5
Szanto Tibor,Hungary,Madagascar,70,"3- B,S,C","dark color, sandy, fruity",3.5
Szanto Tibor,Hungary,Nicaragua,70,"3- B,S,C","sour milk, hot cocoa",3.25
Szanto Tibor,Hungary,Peru,70,"3- B,S,C","sweet, spicy",3.75
Szanto Tibor,Hungary,Dominican Republic,70,"3- B,S,C","rustic, large unground pieces",3.25
Szanto Tibor,Hungary,Madagascar,70,"3- B,S,C","rustic, bright fruit",3.25
Szanto Tibor,Hungary,Venezuela,70,"3- B,S,C","rustic, sugar dominates",3
Tabal,U.S.A.,Peru,70,"4- B,S,C,V","vanilla, fatty, vegetal, mint",3
Tabal,U.S.A.,Costa Rica,70,"4- B,S,C,V","licorice, dried fruit, burnt fuel",2.75
Tabal,U.S.A.,Dominican Republic,70,"4- B,S,C,V","oily, cardboard, sour",2.75
Tabal,U.S.A.,Mexico,70,"4- B,S,C,V","vanilla, fuel, earthy",2.5
Tablette (aka Vanillabeans),Japan,Papua New Guinea,62,"5- B,S,C,V,L","creamy, smoke, ham",3.25
Tablette (aka Vanillabeans),Japan,Vietnam,60,"5- B,S,C,V,L","vanilla, butter, caramel",3.25
Tablette (aka Vanillabeans),Japan,Colombia,70,"5- B,S,C,V,L","flat, smoke, marshmallow",3
Tablette (aka Vanillabeans),Japan,Trinidad,77,"4- B,S,C,L","intense, grassy, smokey",2.75
Tala,Vietnam,Vietnam,75,"3- B,S,C","intense cocoa, fatty, sticky",3
Tala,Vietnam,Vietnam,70,"3- B,S,C","cocoa,sweet,fatty, cardboard",2.75
Tan Ban Skrati,Suriname,Suriname,70,"2- B,S","earthy, floral, dry",3.25
Taste Artisan,U.S.A.,Peru,75,"3- B,S,C",fig,4
Taste Artisan,U.S.A.,Peru,75,"3- B,S,C","blackberry, dirt, high roast",3.25
Taste Artisan,U.S.A.,Venezuela,75,"4- B,S,C,V","vanilla, fatty",3
Taste Artisan aka Coleman and Davis,U.S.A.,Madagascar,75,"4- B,S,C,V","berry, spices, smoke",3
Taucherli,Switzerland,Mexico,70,"3- B,S,C","nutty, fruit, sour, floral",3.25
Taucherli,Switzerland,Nicaragua,72,"3- B,S,C","nutty, off, roasty, fatty",3
Taylor Made,U.S.A.,Haiti,67,"3- B,S,C","earthy, fatty, gritty",2.75
Taza,U.S.A.,Belize,68,"3- B,S,C","coarse, watering, sweet",3
Taza,U.S.A.,Bolivia,87,"3- B,S,C","grainy, blueberries, bitter",3.25
Taza,U.S.A.,Mexico,75,"3- B,S,C","rustic, sweet, earthy",2.75
Taza,U.S.A.,Dominican Republic,70,"3- B,S,C","sandy, sour banana, sweet",3
TCHO,U.S.A.,Blend,62,"5- B,S,C,V,L","strong vanilla, sweet, fatty",2
TCHO,U.S.A.,Blend,99, ,"spicy, ginger, bitter",3.25
TCHO,U.S.A.,Blend,68,"5- B,S,C,V,L","nutty, candy-like",3
TCHO,U.S.A.,Blend,60,"5- B,S,C,V,L","tea, sweet, astringent",2.75
TCHO,U.S.A.,Madagascar,70,"5- B,S,C,V,L","dry, red berry, off note",2.75
TCHO,U.S.A.,Ghana,70,"5- B,S,C,V,L","gritty,sweet,swiss miss,vanilla",2.5
TCHO,U.S.A.,Peru,70,"5- B,S,C,V,L","tangy, off, musty, sour",2.5
TCHO,U.S.A.,Peru,70,"5- B,S,C,V,L","dry, musty, flat",2.5
Tejas,U.S.A.,Dominican Republic,70,"4- B,S,C,V","molasses, caramel",3.5
Tejas,U.S.A.,Brazil,70,"3- B,S,C","honey, pepper, charcoal",3.5
Tejas,U.S.A.,Ecuador,70,"4- B,S,C,V","gritty, rum, molasses",3.25
Tejas,U.S.A.,Ecuador,70,"3- B,S,C","molasses, fruit, floral",3.25
Tejas,U.S.A.,Mexico,70,"3- B,S,C","molasses, caramel",3.25
Tejas,U.S.A.,Bolivia,67,"3- B,S,C","green apple, sweet",3.25
Tejas,U.S.A.,Blend,70,"4- B,S,C,V","molasses, caramel, spice",3
Tejas,U.S.A.,Papua New Guinea,70,"4- B,S,C,V","molasses, caramel, fruity",3
Tejas,U.S.A.,Madagascar,70,"3- B,S,C","sticky, caramel",3
Tejas,U.S.A.,Venezuela,80,"4- B,S,C,V","earthy, savory, hammy",3
Tejas,U.S.A.,Madagascar,70,"4- B,S,C,V","molasses, off notes",2.75
Tejas,U.S.A.,Bolivia,70,"3- B,S,C","candy,peanut butter,caramel",2.75
Tejas,U.S.A.,Brazil,70,"3- B,S,C","flat, cardboard, metallic",2.75
Tejas,U.S.A.,Peru,70,"4- B,S,C,V","perfume, chemical, soapy",2
Terroir,U.S.A.,Bolivia,77,"3- B,S,C","muted, roasted banana",3.25
Terroir,U.S.A.,Belize,77,"3- B,S,C","berries, licorice, cocoa,bitter",3
Terroir,U.S.A.,Haiti,72,"3- B,S,C","harsh, tobacco",2.75
Terroir,U.S.A.,Belize,70,"2- B,S","nutty, raspberry, metallic",3.75
Terroir,U.S.A.,Madagascar,70,"2- B,S","bright fruit, mild sour",3.75
Terroir,U.S.A.,Guatemala,70,"3- B,S,C","walnuts, cocoa, easy melt",3.75
Terroir,U.S.A.,Dominican Republic,70,"3- B,S,C","spicy, black pepper, bold",3.5
Terroir,U.S.A.,Ecuador,70,"2- B,S","floral, earthy, bourbon",3.25
Terroir,U.S.A.,Peru,70,"2- B,S","spicy, black pepper, intense",2.75
Terroir,U.S.A.,Madagascar,67,"2- B,S","sweet, rich, tannic, fruity",3.75
Terroir,U.S.A.,Uganda,73,"2- B,S","creamy, almond, butter",3.75
Terroir,U.S.A.,Ecuador,77,"2- B,S","intense, mild coffee and rum",3.25
The Barn,Sweden,Peru,70,"3- B,S,C","sandy, sweet, raisins",3
Theo,U.S.A.,Congo,65,"4- B,S,C,V","sweet, vanilla, cocoa ",3.25
Theo,U.S.A.,Madagascar,65,"3- B,S,C","sandy, sweet, blueberry",3.5
Theo,U.S.A.,Ghana,84,"4- B,S,C,V","dry, slightly tart, bitter",3
Theo,U.S.A.,Blend,75,"3- B,S,C","sandy, sweet, fruity",3
Theo,U.S.A.,Ivory Coast,75,"4- B,S,C,V","dry, gritty, hint of fruit, sour",2.5
Theo,U.S.A.,Venezuela,91,"2- B,S","dry, very bland, mild bitter",2
Theobroma,Japan,Peru,70,"2- B,S","peanut butter, sour milk",3.25
Thistle & Rose aka Aggie USU,U.S.A.,Ecuador,70,"2- B,S","pure, bold, floral",3.5
Tibito,Colombia,Colombia,70,"3- B,S,L","spicy, marshmallow",3.25
Tibito,Colombia,Colombia,70,"3- B,S,L","floral, vegetal",3
Timo A. Meyer,Germany,Belize,72,"3- B,S,C","bright fruit, cashew",3.75
Tiny House,U.S.A.,Tanzania,71,"2- B,S","bland, mild honey, sour",2.75
To'ak ,Ecuador,Ecuador,75,"3- B,S,C","strong floral, oily, bold, grassy",3.25
To'ak (Ecuatoriana),Ecuador,Ecuador,81,"2- B,S","waxy, mild fruit, floral",3.25
Tobago Estate (Pralus),France,Tobago,70, ,"smooth, wild berries",4
Tocoti,U.S.A.,Bolivia,77,"3- B,S,C","sandy, sweet",3
Tocoti,U.S.A.,Dominican Republic,74,"3- B,S,C","pronounced fruit, sour",3
Tocoti,U.S.A.,Venezuela,72,"3- B,S,C","peanut butter, soapy",2.75
Tosier,U.K.,Colombia,70,"3- B,S,C","dull, chewy, sweet",2.75
Tosier,U.K.,Belize,70,"3- B,S,C","honey, caramel",3.5
Tosier,U.K.,Bolivia,70,"3- B,S,C","spicy, cocoa, sweet",3
Tosier,U.K.,Haiti,70,"3- B,S,C","metallic, astringent",2.75
Tree to Bar,South Korea,Ecuador,70,"2- B,S","nutty, floral",3.5
Treehouse,U.S.A.,Dominican Republic,72,"2- B,S","baked, roasty, coffee",3
Treehouse aka Indaphoria,U.S.A.,Dominican Republic,70,"3- B,S*,C","heavy roast, black licorice",3.25
Treehouse aka Indaphoria,U.S.A.,Dominican Republic,70,"3- B,S*,C","sandy, strawberry, coconut",2.75
Triangle Roasters,U.S.A.,Philippines,70,"2- B,S","sticky, butterscotch, sl. Hammy",3.25
Triangle Roasters,U.S.A.,Guatemala,70,"2- B,S","bright fruit, heavy roast, smooth",3.75
Triangle Roasters,U.S.A.,Nicaragua,70,"2- B,S","high acidity, toffee, spicy",3.25
Triangle Roasters,U.S.A.,Haiti,70,"2- B,S","dominating roast, deep cocoa",3.25
Tribar,Peru,Peru,70,"3- B,S,C","sweet, pungent grape, acidic",3.5
Tribar,Peru,Peru,73,"3- B,S,C","powdery, complex, rubber",3
Tribe,Canada,Peru,70,"2- B,S","very sandy, spicey, sweet",3
Tribe,Canada,Vietnam,70,"2- B,S","tart, sweet, sour, savory",2.75
Tribe,Canada,Honduras,70,"2- B,S","woody, sweet, unrefined",2.75
Tsara (Cinagra),Madagascar,Madagascar,72, ,"cocoa, mild fruit",3.5
twenty-four blackbirds,U.S.A.,Honduras,75,"3- B,S,C","wine, dried apricot",3.5
twenty-four blackbirds,U.S.A.,Madagascar,75,"3- B,S,C","molasses, tangy, caramel",3.5
twenty-four blackbirds,U.S.A.,Tanzania,75,"2- B,S","dry, floral, woody",3.25
twenty-four blackbirds,U.S.A.,Ecuador,75,"2- B,S","intense, floral",3.5
twenty-four blackbirds,U.S.A.,Dominican Republic,75,"2- B,S","spicy, sour, off note",2.75
twenty-four blackbirds,U.S.A.,Madagascar,75,"2- B,S","intense, red berry",3.5
twenty-four blackbirds,U.S.A.,Dominican Republic,68,"2- B,S","roasty, sligt burnt, red fruit",3.25
twenty-four blackbirds,U.S.A.,Bolivia,75,"2- B,S","roasty, bitter, caramel, dairy",2.5
twenty-four blackbirds,U.S.A.,Dominican Republic,73,"2- B,S","roasty, woody, rubber off",2.75
Two Ravens,U.S.A.,Peru,60,"3- B,S,C","coarse, sweet, lemon",3
Un Dimanche A Paris,France,Dominican Republic,63, ,spicy and rich,3.75
Uncouth,Canada,Guatemala,75,"2- B,S","dry, coarse, sour",3.25
Uncouth,Canada,Tanzania,75,"2- B,S","dry, coarse, sweet, earthy",3
Uncouth,Canada,Dominican Republic,75,"2- B,S","dry, coarse, hay, off",2.75
Undone,U.S.A.,Dominican Republic,70,"2- B,S","tart, tangy, mild cocoa",3
Undone,U.S.A.,Nicaragua,74,"2- B,S","creamy, woody,green, rubber",2.75
Upchurch,U.S.A.,Tanzania,72,"2- B,S","sandy, sweet, peach",3.25
Upchurch,U.S.A.,Madagascar,72,"2- B,S","sweet, acidic, tart",3
Urzi,Italy,Venezuela,65,"4- B,S,C,V","intense, nutty, mild rubber",3.25
Utopick,Spain,Uganda,70,"3- B,S,C","nut, grain, soy milk",3
Utopick,Spain,Nicaragua,70,"3- B,S,C",roasty cocoa,3.75
Utopick,Spain,Colombia,70,"3- B,S,C","spice, melon, nutty",3.75
Vaka,Canada,Belize,74,"3- B,S,C","roasted strawberry, bold",3.5
Valrhona,France,Blend,60,"3- B,S,C","intense, rich, sweet",3.25
Valrhona,France,Peru,63,"5- B,S,C,V,L","intense, dark berry, grapes",4
Valrhona,France,Blend,70,"5- B,S,C,V,L","yogurt, lemon, licorice",3.5
Valrhona,France,Dominican Republic,64,"5- B,S,C,V,L","complex, herbs, fruit, dairy",3.5
Valrhona,France,Venezuela,69,"5- B,S,C,V,L","green,unripened fruit,banana",4
Valrhona,France,Venezuela,64,"5- B,S,C,V,L","creamy, honey,peanut butter",4
Valrhona,France,Blend,56,"5- B,S,C,V,L","intense sweet, nut, orange",3.25
Valrhona,France,Dominican Republic,64,"5- B,S,C,V,L","cocoa dominates, woodsy",3.75
Valrhona,France,Ecuador,66,"5- B,S,C,V,L","rich cocoa, hot spice",3.75
Valrhona,France,Ghana,68,"5- B,S,C,V,L","creamy, cocoa, bread",3.5
Valrhona,France,Madagascar,64,"5- B,S,C,V,L","creamy, blueberry, raspberry",4
Valrhona,France,Venezuela,65,"5- B,S,C,V,L","sandy, vegetal, cocoa",3.75
Valrhona,France,Venezuela,64,"5- B,S,C,V,L","creamy, cherry",3.25
Valrhona,France,Blend,72,"5- B,S,C,V,L","creamy, rich, licorice",3
Valrhona,France,Blend,71,"5- B,S,C,V,L",nutty and bitter dominate,2.75
Valrhona,France,Blend,85,"5- B,S,C,V,L","berries, tart, bitter",2.5
Valrhona,France,Blend,85,"5- B,S,C,V,L","creamy, fatty, very bitter",1.5
Valrhona,France,Blend,70,"5- B,S,C,V,L","subtle, smooth, earthy, long",3.75
Valrhona,France,Madagascar,64,"5- B,S,C,V,L","red berry, rich cocoa",3.5
Valrhona,France,Blend,66,"5- B,S,C,V,L","slight bitter, woody",3
Valrhona,France,Venezuela,64,"5- B,S,C,V,L","modest, creamy, cocoa",3
Valrhona,France,Trinidad,64,"5- B,S,C,V,L","nutty, vegetal, sweet",2.5
Vanleer (Barry Callebaut),U.S.A.,Ghana,65, ,"oily, caramel ""rolo"", sweet",2.75
Vanleer (Barry Callebaut),U.S.A.,Ghana,72, ,"sour vanila, heavy roast",2.5
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,64, ,"sandy, mild citrus, sweet",3.25
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,70, ,"oily, fatty, citrus",3
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,68, ,"oily, nutty, fatty",3
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,72,"3- B,S,C","fatty, bland, very astringent",2.75
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,76,"4- B,S,C,V","fatty, sour, spoiled",2.75
Vao Vao (Chocolaterie Robert),Madagascar,Madagascar,80,"4- B,S,C,V","fatty, bitter, sour",2.75
Vesta,U.S.A.,Guatemala,78,"3- B,S*,C","rich cocoa, fruit, bitter, molasses",3.5
Vicuna,U.S.A.,Dominican Republic,70,"2- B,S","dark berry, roasty",3.25
Vicuna,U.S.A.,Guatemala,70,"2- B,S","earthy, sour, intense",3
Vicuna,U.S.A.,Bolivia,70,"2- B,S","smokey, earthy, nutty",2.75
Vicuna,U.S.A.,Bolivia,70,"2- B,S","peanut butter, coffee, mint",3.25
Vicuna,U.S.A.,Bolivia,70,"2- B,S","complex, nibs too soft",3.25
Videri,U.S.A.,Blend,70,"3- B,S,C","nutty, grassy, cocoa",3.5
Videri,U.S.A.,Ecuador,75,"2- B,S",floral & fruit,3.5
Videri,U.S.A.,Dominican Republic,75,"2- B,S","roasty, berry notes",3
Videri,U.S.A.,Guatemala,75,"2- B,S","earthy, harsh, acidic",2.75
Videri,U.S.A.,Trinidad,75,"3- B,S,C","spicy, roasty, acidic, dairy",3.5
Videri,U.S.A.,Ecuador,75,"3- B,S,C","spicy, nutmeg, brownie",3.5
Videri,U.S.A.,Dominican Republic,90,"3- B,S,C","intense, cocoa, spicy, fruit",3.25
Videri,U.S.A.,Blend,90,"3- B,S,C","mellow fruit, tart, mild bitter",3.75
Videri,U.S.A.,Blend,70,"3- B,S,C","sweet, fruity, heavy roast",3.25
Vietcacao (A. Morin),France,Vietnam,70,"4- B,S,C,L","spicy, dairy",3.5
Vintage Plantations,U.S.A.,Peru,75,"3- B,S,C","sandy, sweet, nutty",3
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,75, ,"cocoa,earthy,very astringent",3
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,65,"3- B,S,C","sticky, cocoa, earthy",3
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,100, ,"bland, mild fruit, strong bitter",2
Vintage Plantations (Tulicorp),U.S.A.,Ecuador,90, ,"some fruit, strong bitter",2
Violet Sky,U.S.A.,Peru,77,"2- B,S","chalky, peach, bland",3.25
Violet Sky,U.S.A.,Belize,77,"2- B,S","mild metallic, brownie, earth",3
Violet Sky,U.S.A.,Venezuela,77,"2- B,S","intense, mild bitter, roasty",3
Violet Sky,U.S.A.,Madagascar,77,"2- B,S","intense, tart, sour, raisin",2.75
Violet Sky,U.S.A.,Guatemala,77,"2- B,S","creamy, cocoa, pungent",2.75
Vivra,U.S.A.,Bolivia,70,"5- B,S,C,V,L","earthy, vanilla",2.5
Vivra,U.S.A.,Haiti,70,"5- B,S,C,V,L","vanilla, late cocoa notes",2.5
Vivra,U.S.A.,Dominican Republic,70,"5- B,S,C,V,L","sweet, simple, cocoa",3
Vivra,U.S.A.,Peru,70,"5- B,S,C,V,L","pungent, metallic",2.5
Vivra,U.S.A.,Venezuela,70,"5- B,S,C,V,L","nutty, off notes",2.5
Wellington Chocolate Factory,New Zealand,Samoa,77,"2- B,S","earthy, roasty",3
Wellington Chocolate Factory,New Zealand,Dominican Republic,70,"2- B,S*","dry, rich, roasty",3.5
Wellington Chocolate Factory,New Zealand,Peru,70,"2- B,S*","grapes, pungent",3.5
White Label aka Mutari,U.S.A.,Ecuador,77,"3- B,S,C","complex, hazelnut, dairy, fruit",4
White Label aka Mutari,U.S.A.,Jamaica,72,"3- B,S,C","smooth, toffee, nutty, cocoa",3.75
White Label aka Mutari,U.S.A.,India,72,"3- B,S,C","creamy, balanced, cocoa, fruity",3.75
White Label aka Mutari,U.S.A.,Colombia,72,"3- B,S,C","hint of caramel, alcohol, vegetal",3.5
White Label aka Mutari,U.S.A.,Honduras,74,"2- B,S","brownie, nutty, roasty",3.75
White Label aka Mutari,U.S.A.,Trinidad,72,"3- B,S,C","complex, mild tobacco, nut, fruit",3.75
White Label aka Mutari,U.S.A.,Philippines,74,"3- B,S,C","nutty, roasted cherry, coffee",3.5
White Label aka Mutari,U.S.A.,Uganda,72,"3- B,S,C","nutty, cocoa, yogurt",3.5
White Label aka Mutari,U.S.A.,Tanzania,68,"3- B,S,C","nuts, fruit, poor aftertaste",3
White Label aka Mutari,U.S.A.,Bolivia,72,"3- B,S,C","creamy, fruit, poor aftertaste",3
Whittakers,New Zealand,Ghana,72, ,"sticky, dry, vanilla dominates",2.5
Wilkie's Organic,Ireland,Peru,75,"3- B,S,C","sandy, sweet, coffee",3.25
Wilkie's Organic,Ireland,Peru,89,"3- B,S,C","slow develop, bitter, metallic",2.75
Wilkie's Organic,Ireland,Peru,75,"3- B,S,C","mild, metallic ",2.75
Wilkie's Organic,Ireland,Peru,75,"3- B,S,C","light color, grit, metallic",2.5
Willie's Cacao,U.K.,Colombia,70,"3- B,S,C","rich cocoa, spicy, cinamon",4
Willie's Cacao,U.K.,Colombia,88,"3- B,S,C","mild nutty and fruit, savory",3
Willie's Cacao,U.K.,Indonesia,100, ,"fruit, strong smoke, bitter",2.25
Willie's Cacao,U.K.,Indonesia,69,"3- B,S,C","smokey, fruity, sour",3.75
Willie's Cacao,U.K.,Venezuela,72,"3- B,S,C","dry, nutty, cocoa",3.5
Willie's Cacao,U.K.,Madagascar,71,"3- B,S,C","dry, mild fruit",3
Willie's Cacao,U.K.,Venezuela,72,"3- B,S,C","creamy, earthy, nutty",3.25
Willie's Cacao,U.K.,Peru,70,"3- B,S,C","sandy, rich, earthy",3
Wm,U.S.A.,Dominican Republic,70,"3- B,S,C","dairy, caramel, brownie, nutty",3.5
Wm,U.S.A.,Venezuela,70,"3- B,S,C","intense, creamy, nutty",3.5
Wm,U.S.A.,Belize,68,"3- B,S,C","flat, molasses, creamy",3.25
Wm,U.S.A.,Ghana,75,"3- B,S,C","strong malt, choco pudding",3.75
Wm,U.S.A.,Bolivia,76,"3- B,S,C","nutty, fig, short length",3.5
Wm,U.S.A.,Venezuela,74,"3- B,S,C","nutty, rubber",3
Woodblock,U.S.A.,Tanzania,70,"2- B,S","short, tart, fruit, sweet edge",3
Woodblock,U.S.A.,Peru,70,"2- B,S","sandy, intense, mild nutty",3
Woodblock,U.S.A.,Trinidad,70,"2- B,S","creamy, woody, mild metallic",3.5
Woodblock,U.S.A.,Ecuador,70,"2- B,S","intense, bourbon ",3.25
Woodblock,U.S.A.,Madagascar,70,"3- B,S,C",melon,3.25
Woodblock,U.S.A.,Costa Rica,70,"2- B,S","roasty, metallic, coffee",3
Woodblock,U.S.A.,Ecuador,70,"2- B,S","mild fruit, chemical off",2.5
Woodblock,U.S.A.,Venezuela,70,"2- B,S","nutty, tart, coffee",4
Woodblock,U.S.A.,Dominican Republic,70,"2- B,S","brownie, fruit, fudge",3.5
Xocolat,Dominican Republic,Dominican Republic,66,"5- B,S,C,L,Sa","salt noticeable, vanilla ",3
Xocolatisimo,El Salvador,El Salvador,70,"4- B,S,C,L","nutty, basic cocoa",3.25
Xocolatisimo,El Salvador,El Salvador,75,"4- B,S,C,L","coarse, sweet, candy, licorice",3
Xocolatisimo,El Salvador,El Salvador,65,"4- B,S,C,L","overly sweet, dirty",2.75
Xocolatl,U.S.A.,Peru,70,"2- B,S","burnt caramel, grapes",3.5
Xocolatl,U.S.A.,Nicaragua,72,"2- B,S","sandy, roasty, fig, late spiciness",3.5
Xocolatl,U.S.A.,Tanzania,73,"2- B,S","sandy, earthy, hint of tang",3.25
Xocolla,U.S.A.,Madagascar,70,"2- B,S","sour milk, molasses, sweet",2.75
Xocolla,U.S.A.,Dominican Republic,70,"2- B,S","spciy, cardamom, off flavor",2.5
Zac Squared,U.S.A.,Vietnam,70,"3- B,S,C","tart, cherry, cocoa, mild sour",3.5
Zac Squared,U.S.A.,Dominican Republic,70,"3- B,S,C","sweet, rich, cocoa, fruity",3.5
Zac Squared,U.S.A.,Trinidad,70,"3- B,S,C","nutty, fruity, sweet",3.25
Zacharias,U.S.A.,Bolivia,70,"3- B,S,C","sweet, tart, sour",3
Zak's,U.S.A.,Belize,70,"3- B,S,C","rich base cocoa, sweet",3.5
Zak's,U.S.A.,Dominican Republic,70,"3- B,S,C","nutty, earthy, hammy",3.25
Zak's,U.S.A.,Madagascar,70,"3- B,S,C","sandy, mild sour, mild fruit",3.25
Zak's,U.S.A.,Peru,70,"3- B,S,C","sandy, nutty, mocha",3.25
Zak's,U.S.A.,Papua New Guinea,70,"3- B,S,C","heavy smoke, fruit, ham",3
Zak's,U.S.A.,Blend,60,"3- B,S,C","very sweet, heavy roast, nuts",3
Zart Pralinen,Austria,Madagascar,70,"3- B,S,C","sticky, mellow choco, dairy",3.5
Zart Pralinen,Austria,Tanzania,70,"3- B,S,C","smoke, tart, burnt cocoa",3.5
Zart Pralinen,Austria,Trinidad,78,"2- B,S","tobacco, over roasted",3.5
Zart Pralinen,Austria,Tanzania,85,"3- B,S,C","melon, mild tart, bitter, fatty",3
Zart Pralinen,Austria,Ecuador,70,"3- B,S,C","sticky, off notes of rubber",2.75
Zart Pralinen,Austria,Trinidad,85,"3- B,S,C","sticky, strong bitter, spice",2.75
Zokoko,Australia,Solomon Islands,78,"4- B,S,C,L","smokey, dried fruit, balanced",3.75
